City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
284,inirida,3.8653,-67.9239,23.55,93,76,0.83,CO,1670291619
285,doka,13.5167,35.7667,22.79,40,25,3.07,SD,1670291622
286,axos,40.7989,22.3558,10.66,89,98,0.39,GR,1670291623
287,aloleng,16.1307,119.7824,29.33,66,8,2.78,PH,1670291623
288,sambava,-14.2667,50.1667,23.13,87,14,4.23,MG,1670291624
289,san rafael,-34.6177,-68.3301,27.33,32,75,0.0,AR,1670291627
290,constitucion,-35.3333,-72.4167,13.27,80,0,3.98,CL,1670291457
291,mullingar,53.5333,-7.35,4.82,88,100,4.25,IE,1670291627
292,naze,28.3667,129.4833,16.51,65,95,7.59,JP,1670291627
293,buritis,-15.6178,-46.4233,20.85,94,100,1.31,BR,1670291628
294,peniche,39.3558,-9.3811,12.84,96,100,3.63,PT,1670291628
295,flinders,-34.5833,150.8552,20.7,64,68,4.76,AU,1670291628
296,koulikoro,14.0,-7.75,25.7,30,53,3.82,ML,1670291629
297,nishihara,26.1842,127.7558,20.6,79,75,8.75,JP,1670291629
298,tiksi,71.6872,128.8694,-26.09,94,100,5.08,RU,1670291632
299,cortes,41.9395,-1.4396,6.6,80,100,0.48,ES,1670291633
300,sohag,26.557,31.6948,15.16,66,0,5.23,EG,1670291633
301,necochea,-38.5473,-58.7368,25.52,44,14,9.64,AR,1670291633
302,high rock,26.6208,-78.2833,23.01,62,74,5.09,BS,1670291634
303,luan,46.3592,6.9759,-2.26,86,7,0.45,CH,1670291634
304,vigrestad,58.5667,5.7,2.55,82,100,4.48,NO,1670291634
305,selma,36.5708,-119.6121,13.85,76,0,2.57,US,1670291635
306,tighina,46.8306,29.4711,-2.57,80,100,3.96,MD,1670291635
307,grants pass,42.439,-123.3284,8.73,88,100,1.54,US,1670291345
308,saint-philippe,-21.3585,55.7679,23.77,85,98,4.63,RE,1670291636
309,aklavik,68.2191,-135.0107,-24.94,84,92,8.49,CA,1670291636
310,carutapera,-1.195,-46.02,25.71,83,90,3.21,BR,1670291636
311,diebougou,10.9667,-3.25,25.7,28,62,2.2,BF,1670291637
312,buta,2.7858,24.73,20.77,98,100,0.77,CD,1670291474
313,rocha,-34.4833,-54.3333,16.01,94,0,3.02,UY,1670291637
314,tucuman,-26.8241,-65.2226,28.0,47,0,3.09,AR,1670291641
315,jaisalmer,26.9147,70.9181,16.03,25,0,2.56,IN,1670291641
316,port lincoln,-34.7333,135.8667,18.71,59,98,4.4,AU,1670291641
317,latung,5.5,120.8833,27.45,77,100,3.83,PH,1670291642
318,sobradinho,-12.8333,-39.1,20.6,95,100,0.95,BR,1670291642
319,cabedelo,-6.9811,-34.8339,25.37,77,7,5.49,BR,1670291643
320,siavonga,-16.5382,28.7088,26.09,48,87,2.78,ZM,1670291644
321,yerbogachen,61.2767,108.0108,-12.67,91,100,4.43,RU,1670291645
322,maues,-3.3836,-57.7186,22.36,90,79,0.86,BR,1670291649
323,kuytun,54.3419,101.5036,-11.05,61,100,7.58,RU,1670291649
324,touros,-5.1989,-35.4608,25.84,73,0,5.8,BR,1670291653
325,bambous virieux,-20.3428,57.7575,23.14,88,75,2.57,MU,1670291653
326,hoganas,56.1997,12.558,2.79,71,100,1.34,SE,1670291399
327,cockburn town,21.4612,-71.1419,25.98,61,40,7.2,TC,1670291584
328,firminopolis,-16.5819,-50.305,20.34,88,99,1.49,BR,1670291658
329,kirakira,-10.4544,161.9205,29.66,69,100,3.07,SB,1670291658
330,san-pedro,4.7485,-6.6363,25.36,88,66,2.03,CI,1670291659
331,grindavik,63.8424,-22.4338,1.26,93,0,2.06,IS,1670291659
332,beringovskiy,63.05,179.3167,-2.78,70,75,10.63,RU,1670291662
333,mehamn,71.0357,27.8492,2.97,87,75,2.57,NO,1670291663
334,batie,9.8833,-2.9167,26.39,29,59,1.84,BF,1670291664
335,marsh harbour,26.5412,-77.0636,23.54,72,61,3.72,BS,1670291664
336,deputatskiy,69.3,139.9,-34.44,96,100,0.85,RU,1670291665
337,san juan,-31.5375,-68.5364,32.46,19,0,8.09,AR,1670291484
338,evensk,61.95,159.2333,-18.91,89,42,3.31,RU,1670291666
339,esperance,-33.8667,121.9,18.46,70,97,5.53,AU,1670291666
340,coquimbo,-29.9533,-71.3436,14.85,88,0,1.54,CL,1670291667
341,port hedland,-20.3167,118.5667,40.03,15,54,3.6,AU,1670291670
342,traralgon,-38.1833,146.5333,18.65,44,98,0.32,AU,1670291671
343,maraba,-5.3686,-49.1178,24.1,100,75,1.03,BR,1670291671
344,lavrentiya,65.5833,-171.0,-1.67,97,100,14.94,RU,1670291671
345,bilibino,68.0546,166.4372,-19.04,72,100,2.73,RU,1670291672
346,ballinrobe,53.6333,-9.2333,5.97,86,100,5.37,IE,1670291672
347,tecoanapa,16.5167,-98.75,25.74,76,0,2.26,MX,1670291672
348,casablanca,33.5928,-7.6192,16.01,87,26,4.85,MA,1670291673
349,dongsheng,39.8161,109.9776,-7.35,37,4,2.03,CN,1670291673
350,taitung,22.7583,121.1444,21.15,73,75,4.63,TW,1670291673
351,san diego,32.7153,-117.1573,15.18,74,75,5.66,US,1670291403
352,atbasar,51.8,68.3333,-25.77,96,78,1.84,KZ,1670291674
353,charagua,-19.8,-63.2167,23.66,36,67,0.52,BO,1670291674
354,alyangula,-13.8483,136.4192,31.1,52,12,4.83,AU,1670291674
355,hearst,49.6835,-83.6665,-16.86,91,100,3.22,CA,1670291675
356,samfya,-11.3649,29.5565,18.26,85,100,0.98,ZM,1670291675
357,olinda,-8.0089,-34.8553,26.85,74,75,2.57,BR,1670291678
358,kuandian,40.7286,124.7847,-6.18,50,1,1.78,CN,1670291679
359,walvis bay,-22.9575,14.5053,13.38,87,0,2.57,NA,1670291679
360,half moon bay,37.4636,-122.4286,12.95,86,75,3.09,US,1670291682
361,paramonga,-10.6667,-77.8333,19.07,86,96,3.25,PE,1670291683
362,langarud,37.197,50.1535,7.24,91,100,2.51,IR,1670291683
363,byron bay,-28.65,153.6167,33.73,44,0,2.83,AU,1670291683
364,tigil,57.8,158.6667,-8.25,92,100,6.14,RU,1670291687
365,bara,10.3744,10.7288,19.81,21,4,3.39,NG,1670291687
366,teeli,51.0333,90.2333,-28.85,92,14,0.08,RU,1670291687
367,bhadrapur,26.544,88.0944,18.31,56,0,0.77,NP,1670291688
368,altoona,40.5187,-78.3947,3.91,67,49,1.86,US,1670291655
369,plymouth,41.8334,-70.8328,8.17,79,87,2.45,US,1670291688
370,parys,48.8534,2.3488,3.41,93,100,2.06,FR,1670291514
371,quelimane,-17.8786,36.8883,25.97,88,20,3.6,MZ,1670291688
372,caborca,30.5838,-111.101,17.27,52,3,2.06,MX,1670291689
373,ayutla,20.1167,-104.3333,18.46,79,1,1.22,MX,1670291689
374,laguna,38.421,-121.4238,13.08,78,100,2.06,US,1670291675
375,ouahigouya,13.5828,-2.4216,26.18,22,88,4.1,BF,1670291692
376,constantine,36.365,6.6147,9.67,66,0,1.03,DZ,1670291693
377,rudnya,54.947,31.0934,-9.8,87,100,5.43,RU,1670291693
378,kopayhorod,48.8592,27.7969,-4.11,87,99,5.29,UA,1670291693
379,ajaccio,42.0,8.9167,8.03,82,0,3.09,FR,1670291694
380,kedrovyy,56.1667,91.8167,-15.63,92,100,3.9,RU,1670291694
381,manggar,-2.8833,108.2667,28.57,71,100,1.52,ID,1670291694
382,emerald,-23.5333,148.1667,32.41,39,0,2.27,AU,1670291695
383,ozernovskiy,51.5,156.5167,-3.13,73,100,11.67,RU,1670291695
384,anuchino,43.9622,133.0544,-7.25,51,1,4.11,RU,1670291695
385,danielskuil,-28.1887,23.5395,11.74,26,0,1.17,ZA,1670291696
386,isangel,-19.55,169.2667,33.06,70,84,2.57,VU,1670291696
387,maragogi,-9.0122,-35.2225,24.14,87,4,3.78,BR,1670291696
388,avera,33.194,-82.5271,11.88,99,100,3.13,US,1670291697
389,kahului,20.8947,-156.47,27.2,83,96,2.68,US,1670291697
390,north platte,41.1239,-100.7654,-2.16,65,100,2.68,US,1670291538
391,sur,22.5667,59.5289,21.98,63,0,1.41,OM,1670291674
392,cascavel,-24.9558,-53.4553,18.91,94,25,1.47,BR,1670291543
393,stromness,58.965,-3.296,4.98,66,100,11.59,GB,1670291701
394,varzea da palma,-17.5981,-44.7308,20.28,92,100,0.66,BR,1670291701
395,khanpur,28.6453,70.6567,13.98,31,0,0.97,PK,1670291701
396,vila do maio,15.1333,-23.2167,21.44,68,22,2.99,CV,1670291702
397,revin,49.9404,4.635,1.89,98,100,0.85,FR,1670291702
398,bindi,9.9167,-11.45,22.15,86,57,0.7,SL,1670291703
399,north bend,43.4065,-124.2243,8.95,94,100,0.0,US,1670291600
400,takoradi,4.8845,-1.7554,26.03,86,92,2.59,GH,1670291704
401,valdivia,-39.8142,-73.2459,16.05,99,100,0.78,CL,1670291705
402,camopi,3.1655,-52.3158,21.65,97,99,1.11,GF,1670291709
403,aguimes,27.9054,-15.4461,17.35,82,20,2.06,ES,1670291713
404,leningradskiy,69.3833,178.4167,-23.95,92,81,1.62,RU,1670291713
405,westport,41.1415,-73.3579,5.67,80,47,1.56,US,1670291605
406,lakes entrance,-37.8811,147.981,16.11,59,29,5.03,AU,1670291717
407,kutum,14.2,24.6667,14.08,30,0,5.44,SD,1670291718
408,nome,64.5011,-165.4064,-0.96,86,75,10.29,US,1670291533
409,terrace,54.5163,-128.6035,-10.05,67,0,3.09,CA,1670291483
410,kamakwie,9.5,-12.2333,23.99,83,39,0.54,SL,1670291719
411,araouane,18.9048,-3.5265,25.86,16,96,2.81,ML,1670291723
412,beisfjord,68.3751,17.5988,2.8,98,100,3.22,NO,1670291724
413,cap malheureux,-19.9842,57.6142,23.04,79,97,1.34,MU,1670291724
414,san cristobal,7.7669,-72.225,19.1,98,46,1.53,VE,1670291725
415,ambad,19.6167,75.8,19.14,57,4,2.33,IN,1670291725
416,coahuayana,18.7333,-103.6833,24.09,88,10,0.1,MX,1670291726
417,qandala,11.472,49.8728,23.18,72,17,2.06,SO,1670291726
418,okhotsk,59.3833,143.3,-26.37,77,99,4.02,RU,1670291731
419,sisimiut,66.9395,-53.6735,1.08,75,100,5.47,GL,1670291731
420,faanui,-16.4833,-151.75,26.64,76,25,7.37,PF,1670291731
421,haapiti,-17.5667,-149.8667,28.85,74,42,6.9,PF,1670291732
422,pokosnoye,55.5258,101.0536,-13.68,83,100,8.06,RU,1670291732
423,naberera,-4.2,36.9333,17.27,87,100,1.73,TZ,1670291732
424,corinto,37.9407,22.9573,12.72,84,96,0.34,GR,1670291733
425,itai,-23.4178,-49.0906,20.65,94,100,1.75,BR,1670291733
426,asau,46.4333,26.4,-1.49,98,100,1.33,RO,1670291734
427,nichinan,31.6,131.3667,10.82,63,2,2.62,JP,1670291734
428,tokur,53.1333,132.9,-20.95,90,100,3.14,RU,1670291734
429,ambon,-3.6954,128.1814,31.08,74,40,2.57,ID,1670291735
430,zhigansk,66.7697,123.3711,-33.95,100,94,2.48,RU,1670291735
431,caravelas,-17.7125,-39.2481,22.11,89,85,2.22,BR,1670291735
432,marrakesh,31.6315,-8.0083,13.04,76,40,2.06,MA,1670291526
433,dekar,-21.5333,21.9333,24.06,29,74,1.08,BW,1670291739
434,sept-iles,50.2001,-66.3821,2.24,78,100,4.63,CA,1670291739
435,pisco,-13.7,-76.2167,19.45,82,0,5.14,PE,1670291701
436,gigmoto,13.7796,124.39,28.16,68,95,3.02,PH,1670291742
437,los llanos de aridane,28.6585,-17.9182,16.86,84,0,2.68,ES,1670291743
438,berdigestyakh,62.0989,126.6992,-25.65,98,100,1.71,RU,1670291743
439,murygino,58.7383,49.4582,-14.51,86,100,2.29,RU,1670291743
440,ottawa,45.4112,-75.6981,5.37,56,100,2.57,CA,1670291550
441,olafsvik,64.8945,-23.7142,4.04,76,23,1.65,IS,1670291747
442,balaipungut,1.05,101.2833,26.68,84,100,0.76,ID,1670291747
443,lorena,-22.7308,-45.1247,19.95,97,100,2.1,BR,1670291747
444,kibaya,-5.3,36.5667,15.01,93,100,1.52,TZ,1670291748
445,severo-kurilsk,50.6789,156.125,-3.72,75,90,7.96,RU,1670291748
446,baruun-urt,46.6806,113.2792,-12.41,63,73,7.74,MN,1670291748
447,chalus,36.655,51.4204,6.7,93,75,1.03,IR,1670291749
448,abha,18.2164,42.5053,11.14,66,0,2.57,SA,1670291749
449,santana do paraiso,-19.3636,-42.5686,20.18,78,0,0.51,BR,1670291752
450,melioratorov,57.2107,65.6077,-16.79,85,100,2.0,RU,1670291753
451,talnakh,69.4865,88.3972,-3.77,96,100,3.96,RU,1670291668
452,buchanan,5.8808,-10.0467,25.19,88,100,1.72,LR,1670291753
453,anchorage,61.2181,-149.9003,-0.08,93,100,2.06,US,1670291494
454,atikokan,48.7555,-91.6216,-17.4,87,99,2.58,CA,1670291526
455,trapani,37.8333,12.6667,13.49,69,100,4.66,IT,1670291754
456,nhulunbuy,-12.2333,136.7667,32.34,55,40,4.63,AU,1670291754
457,belyy yar,53.6039,91.3903,-29.06,83,40,0.0,RU,1670291754
458,muros,42.7762,-9.0603,10.61,93,90,1.27,ES,1670291755
459,kayseri,38.737,35.4968,-1.99,93,40,0.51,TR,1670291755
460,ocampo,21.65,-101.5,13.01,23,4,2.32,MX,1670291755
461,bandarbeyla,9.4942,50.8122,24.2,73,65,7.87,SO,1670291756
462,harer,9.3094,42.1258,11.94,43,4,0.68,ET,1670291756
463,la oroya,-11.5189,-75.8994,6.58,76,98,1.41,PE,1670291756
464,prince rupert,54.3161,-130.3201,2.83,83,100,3.09,CA,1670291756
465,havre-saint-pierre,50.2334,-63.5986,2.0,80,40,6.69,CA,1670291757
466,oparino,59.8518,48.2783,-12.23,82,100,2.88,RU,1670291757
467,mahajanga,-15.7167,46.3167,24.01,94,20,1.54,MG,1670291760
468,fort-shevchenko,44.5086,50.263,-2.41,65,64,1.49,KZ,1670291761
469,gazli,40.1333,63.45,-7.75,55,6,1.56,UZ,1670291761
470,damghan,36.1683,54.348,-0.56,69,50,0.33,IR,1670291762
471,klaksvik,62.2266,-6.589,3.51,61,88,11.54,FO,1670291762
472,baikunthpur,23.25,82.55,13.53,53,0,1.12,IN,1670291763
473,maketu,-37.7667,176.45,23.8,50,100,6.4,NZ,1670291763
474,paita,-5.0892,-81.1144,19.22,86,11,6.05,PE,1670291764
475,ilanskiy,56.2358,96.065,-15.36,84,98,6.29,RU,1670291765
476,sampit,-2.5333,112.95,29.83,69,99,0.31,ID,1670291769
477,ufa,54.775,56.0375,-23.35,100,99,0.79,RU,1670291772
478,carballo,43.213,-8.691,11.61,88,100,1.42,ES,1670291773
479,camacha,33.0833,-16.3333,15.68,77,20,1.03,PT,1670291773
480,bull savanna,17.8868,-77.5902,22.71,75,0,5.15,JM,1670291778
481,hamilton,39.1834,-84.5333,7.27,89,100,2.24,US,1670291778
482,porto santo,33.072,-16.3415,17.21,77,20,1.03,PT,1670291779
483,kimbe,-5.5502,150.1429,29.58,74,82,1.16,PG,1670291782
484,puerto leguizamo,-0.1934,-74.7819,25.64,72,98,1.03,CO,1670291783
485,shadrinsk,56.0852,63.6335,-23.93,100,41,1.57,RU,1670291783
486,bairiki,1.3292,172.9752,30.0,79,75,5.14,KI,1670291784
487,mecca,21.4267,39.8261,23.12,77,1,1.39,SA,1670291526
488,areosa,41.7178,-8.8571,12.09,78,83,1.17,PT,1670291785
489,hofn,64.2539,-15.2082,1.44,69,68,3.93,IS,1670291657
490,along,28.1667,94.7667,16.05,54,31,0.46,IN,1670291785
491,chuy,-33.6971,-53.4616,17.61,94,0,2.82,UY,1670291731
492,takestan,36.0696,49.6959,0.07,77,99,1.85,IR,1670291786
493,la palma,33.8464,-118.0467,15.67,70,100,0.45,US,1670291787
494,farah,32.5,62.5,5.19,46,7,1.13,AF,1670291790
495,genhe,50.7833,121.5167,-15.79,93,100,2.45,CN,1670291791
496,nicoya,10.1483,-85.452,22.02,90,32,1.31,CR,1670291791
497,koroni,36.8,21.95,14.48,75,80,2.59,GR,1670291792
498,nizhniy odes,63.6445,54.856,-18.37,95,76,2.99,RU,1670291792
499,mokolo,10.7398,13.8019,20.58,21,61,2.23,CM,1670291792
500,kailua,21.4022,-157.7394,26.68,91,62,2.92,US,1670291793
501,song phi nong,14.2241,100.0209,23.11,79,100,4.49,TH,1670291793
502,port blair,11.6667,92.75,27.7,82,86,9.41,IN,1670291721
503,yaan,7.3833,8.5667,22.7,20,35,1.11,NG,1670291794
504,namatanai,-3.6667,152.4333,28.78,72,79,3.74,PG,1670291794
505,moree,-29.4667,149.85,31.98,23,2,7.94,AU,1670291794
506,basco,20.4487,121.9702,25.74,77,100,12.92,PH,1670291795
507,kohima,25.6667,94.1167,15.09,62,0,0.73,IN,1670291795
508,merrill,45.1805,-89.6835,-1.13,62,100,1.54,US,1670291608
509,turukhansk,65.8167,87.9833,-4.61,95,100,6.67,RU,1670291781
510,hvolsvollur,63.7533,-20.2243,-0.29,74,14,1.49,IS,1670291799
511,avigliano,40.7329,15.72,3.7,88,23,2.5,IT,1670291799
512,narayanpet,16.7333,77.5,18.89,51,83,2.39,IN,1670291802
513,palu,-0.8917,119.8707,30.12,73,95,0.67,ID,1670291761
514,hervey bay,-25.2986,152.8535,25.98,66,1,5.78,AU,1670291803
515,kharhial,20.2833,82.7667,16.58,65,85,0.4,IN,1670291803
516,kindersley,51.4668,-109.1682,-19.99,84,75,1.54,CA,1670291652
517,arrecife,28.963,-13.5477,16.99,88,0,3.6,ES,1670291807
518,vyazma,55.2104,34.2951,-9.32,87,100,3.83,RU,1670291807
519,kishi,9.0833,3.85,22.03,27,65,1.4,NG,1670291807
520,parabel,58.6978,81.4825,-17.42,96,100,3.02,RU,1670291808
521,awjilah,29.1081,21.2869,16.72,35,77,3.44,LY,1670291738
522,sakakah,29.9697,40.2064,14.76,65,12,3.51,SA,1670291801
523,jiaonan,35.8786,119.9753,4.44,35,0,1.73,CN,1670291808
524,shimoda,34.6667,138.95,10.2,86,100,2.65,JP,1670291808
525,mahibadhoo,3.7833,72.9667,26.73,74,99,2.01,MV,1670291809
526,erzin,36.9559,36.2,12.69,61,52,2.12,TR,1670291809
527,villacarrillo,38.1156,-3.0848,8.92,90,100,1.39,ES,1670291812
528,gunjur,13.2019,-16.7339,24.05,75,4,4.65,GM,1670291813
529,kaduy,59.2,37.15,-9.76,90,98,3.04,RU,1670291813
530,guerrero negro,27.9769,-114.0611,17.1,90,19,7.45,MX,1670291813
531,bourail,-21.5667,165.4833,26.78,79,100,1.57,NC,1670291814
532,mayo,38.8876,-76.5119,5.53,80,0,0.0,US,1670291814
533,natal,-5.795,-35.2094,26.36,73,40,5.66,BR,1670291814
534,tawang,27.5833,91.8667,6.21,45,1,0.92,IN,1670291815
535,merauke,-8.4667,140.3333,30.31,61,97,2.93,ID,1670291757
536,erenhot,43.6475,111.9767,-11.61,46,0,6.76,CN,1670291815
537,aleksandrovskoye,44.7142,43.0008,-6.31,95,100,7.14,RU,1670291815
538,makakilo city,21.3469,-158.0858,25.87,66,100,4.63,US,1670291816
539,george town,5.4112,100.3354,28.96,85,20,2.68,MY,1670291816
540,nanzhou,29.3596,112.4024,6.93,66,79,1.72,CN,1670291816
541,dubovskoye,47.4092,42.7575,-8.39,51,87,3.82,RU,1670291816
542,tieling,42.2931,123.8414,-6.17,44,0,5.59,CN,1670291817
543,xining,36.6167,101.7667,-2.65,44,85,0.36,CN,1670291817
544,la ronge,55.1001,-105.2842,-27.86,69,20,1.03,CA,1670291821
545,sarkand,45.41,79.9186,-8.55,92,100,1.07,KZ,1670291821
546,leshukonskoye,64.8989,45.7622,-10.68,94,100,4.34,RU,1670291821
547,namibe,-15.1961,12.1522,19.93,83,100,2.73,AO,1670291822
548,shelabolikha,53.4131,82.6167,-16.99,96,100,1.41,RU,1670291823
549,swidwin,53.7746,15.7767,2.3,100,100,2.24,PL,1670291823
550,comodoro rivadavia,-45.8667,-67.5,19.92,32,0,11.83,AR,1670291824
551,pontes e lacerda,-15.2261,-59.3353,21.87,97,100,1.16,BR,1670291790
552,kita,13.0349,-9.4895,25.32,47,94,1.46,ML,1670291825
553,mukhtolovo,55.4644,43.1953,-11.22,87,100,2.37,RU,1670291829
554,betsiamites,48.9413,-68.646,2.22,73,91,6.74,CA,1670291829
555,lithakia,37.7167,20.8333,15.67,81,98,4.63,GR,1670291832
556,manyana,-23.4,21.7167,20.12,18,11,2.6,BW,1670291833
557,albanel,48.8832,-72.4487,1.08,74,100,4.63,CA,1670291833
558,tual,-5.6667,132.75,28.29,70,94,3.6,ID,1670291837
559,lasa,46.6166,10.7002,-1.47,77,15,1.98,IT,1670291817
560,kaeo,-35.1,173.7833,18.25,84,100,2.78,NZ,1670291838
561,mali,12.079,-12.2982,15.28,88,95,0.89,GN,1670291839
562,tibagi,-24.5094,-50.4136,19.15,98,56,0.57,BR,1670291843
563,mana,5.6592,-53.7767,24.33,92,100,3.49,GF,1670291843
564,bhan,26.5583,67.7214,17.51,34,0,0.74,PK,1670291844
565,jizan,17.3333,42.6667,23.52,73,0,2.09,SA,1670291845
566,palestine,31.9216,35.2033,10.52,92,0,1.19,PS,1670291845
567,vikhorevka,56.1201,101.1636,-12.23,86,100,7.33,RU,1670291846
568,mwinilunga,-11.7358,24.4293,16.28,91,100,1.45,ZM,1670291846
569,kenora,49.8167,-94.4337,-22.35,77,75,1.54,CA,1670291730
